Id,MSSubClass,LotFrontage,LotArea,Street,BldgType,OverallQual,YearBuilt,TotalBsmtSF,FullBath,HalfBath,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
767,60,80,10421,Pave,1Fam,7,1988,980,2,1,1,TA,Attchd,1988,Unf,2,496,196500
768,50,75,12508,Pave,1Fam,6,1940,983,2,0,0,NA,Attchd,1989,Unf,1,423,160000
769,20,70,9100,Pave,1Fam,7,2004,1860,2,0,1,Gd,Attchd,2004,Fin,2,484,216837
770,60,47,53504,Pave,1Fam,8,2003,1650,3,1,1,Gd,BuiltIn,2003,Fin,3,841,538000
771,85,NA,7252,Pave,1Fam,5,1982,858,1,0,0,NA,Detchd,1983,Unf,2,576,134900
772,20,67,8877,Pave,1Fam,4,1951,836,1,0,0,NA,Detchd,1951,Unf,2,396,102000
773,80,94,7819,Pave,1Fam,6,1976,1029,1,0,1,TA,Detchd,1976,Unf,2,672,107000
774,20,70,10150,Pave,1Fam,5,1958,912,1,0,0,NA,Attchd,1958,RFn,1,275,114500
775,20,110,14226,Pave,1Fam,8,2006,1935,2,0,1,Gd,Attchd,2006,Fin,3,895,395000
776,120,32,4500,Pave,TwnhsE,6,1998,1204,2,0,0,NA,Attchd,1998,Fin,2,412,162000
777,20,86,11210,Pave,1Fam,7,2005,1614,2,0,0,NA,Attchd,2005,RFn,3,865,221500
778,20,100,13350,Pave,1Fam,5,1974,864,1,0,1,Fa,Attchd,1974,Unf,2,440,142500
779,90,60,8400,Pave,Duplex,5,1977,0,2,0,2,TA,Detchd,1977,Unf,2,630,144000
780,90,78,10530,Pave,Duplex,6,1977,975,1,0,0,NA,Attchd,1977,Unf,2,504,135000
781,20,63,7875,Pave,1Fam,7,1995,1237,2,0,1,TA,Attchd,1995,Fin,2,402,176000
782,60,65,7153,Pave,1Fam,6,1992,761,2,1,0,NA,Attchd,1992,RFn,2,484,175900
783,20,67,16285,Pave,1Fam,7,2001,1413,2,0,0,NA,Attchd,2001,RFn,2,605,187100
784,85,NA,9101,Pave,1Fam,5,1978,1097,1,0,1,TA,Attchd,1978,Fin,2,602,165500
785,75,35,6300,Pave,1Fam,6,1914,742,2,0,1,Gd,NA,NA,NA,0,0,128000
786,20,NA,9790,Pave,1Fam,6,1967,1372,2,0,1,Gd,Attchd,1967,Unf,2,457,161500
787,50,60,10800,Pave,1Fam,5,1915,686,2,0,0,NA,Detchd,1961,Unf,1,416,139000
788,60,76,10142,Pave,1Fam,7,2004,956,2,1,0,NA,BuiltIn,2004,RFn,2,618,233000
789,20,50,6000,Pave,1Fam,4,1954,901,1,0,0,NA,Detchd,1954,Unf,1,281,107900
790,60,NA,12205,Pave,1Fam,6,1966,832,2,1,0,NA,Attchd,1966,Fin,2,444,187500
791,120,43,3182,Pave,TwnhsE,7,2005,1145,2,0,1,Gd,Attchd,2005,Fin,2,397,160200
792,80,NA,11333,Pave,1Fam,6,1976,1029,1,0,2,TA,Attchd,1976,RFn,2,539,146800
793,60,92,9920,Pave,1Fam,7,1996,1117,2,1,1,TA,Attchd,1997,Unf,2,455,269790
794,20,76,9158,Pave,1Fam,8,2007,1496,2,0,0,NA,Attchd,2007,Fin,2,474,225000
795,60,NA,10832,Pave,1Fam,7,1994,712,2,1,1,TA,Attchd,1994,Fin,2,409,194500
796,60,70,8400,Pave,1Fam,6,1980,650,2,1,1,TA,Attchd,1980,Unf,2,476,171000
797,20,71,8197,Pave,1Fam,6,1977,660,1,1,1,TA,Attchd,1977,RFn,2,528,143500
798,20,57,7677,Pave,1Fam,5,1953,773,1,0,0,NA,Attchd,1953,Unf,1,240,110000
799,60,104,13518,Pave,1Fam,9,2008,1926,3,1,2,Gd,BuiltIn,2009,Fin,3,820,485000
800,50,60,7200,Pave,1Fam,5,1937,731,1,1,2,TA,Detchd,1939,Unf,1,240,175000
801,60,79,12798,Pave,1Fam,6,1997,616,2,1,0,NA,Attchd,1997,RFn,2,603,200000
802,30,40,4800,Pave,1Fam,4,1916,1196,1,0,0,NA,Detchd,1957,Unf,2,440,109900
803,60,63,8199,Pave,1Fam,7,2005,728,2,1,1,Gd,Attchd,2005,Fin,2,410,189000
804,60,107,13891,Pave,1Fam,9,2008,1734,3,1,1,Gd,BuiltIn,2009,RFn,3,1020,582933
805,20,75,9000,Pave,1Fam,5,1954,936,1,0,0,NA,Attchd,1954,Unf,1,286,118000
806,20,91,12274,Pave,1Fam,7,2008,1417,2,0,0,NA,Attchd,2008,RFn,2,554,227680
807,80,75,9750,Pave,1Fam,5,1967,980,2,0,0,NA,Attchd,1967,Fin,1,384,135500
808,70,144,21384,Pave,1Fam,5,1923,1324,1,1,1,TA,Attchd,1923,RFn,2,528,223500
809,80,85,13400,Pave,1Fam,5,1966,1024,1,0,1,Gd,Attchd,1966,RFn,2,484,159950
810,75,90,8100,Pave,1Fam,5,1898,849,2,0,0,NA,Detchd,1910,Unf,2,360,106000
811,20,78,10140,Pave,1Fam,6,1974,1040,1,1,1,Fa,Attchd,1974,RFn,2,484,181000
812,120,NA,4438,Pave,TwnhsE,6,2004,848,1,0,1,Gd,Attchd,2004,Fin,2,420,144500
813,20,66,8712,Grvl,1Fam,5,1952,540,1,0,0,NA,Basment,1952,Unf,2,504,55993
814,20,75,9750,Pave,1Fam,6,1958,1442,1,1,0,NA,Attchd,1958,RFn,1,301,157900
815,50,45,8248,Pave,1Fam,5,1918,686,1,1,0,NA,Detchd,1955,Unf,1,280,116000
816,20,48,12137,Pave,1Fam,7,1998,1649,2,0,0,NA,Attchd,1998,RFn,2,598,224900
817,20,NA,11425,Pave,1Fam,5,1954,1008,1,0,1,Gd,Attchd,1954,RFn,1,275,137000
818,20,NA,13265,Pave,1Fam,8,2002,1568,2,0,2,Gd,Attchd,2002,RFn,3,857,271000
819,80,80,8816,Pave,1Fam,6,1971,1010,1,0,0,NA,Attchd,1971,Unf,2,440,155000
820,120,44,6371,Pave,TwnhsE,7,2009,1358,2,0,1,Gd,Attchd,2010,RFn,2,484,224000
821,60,72,7226,Pave,1Fam,7,2003,798,2,1,0,NA,Attchd,2003,RFn,2,595,183000
822,20,60,6000,Pave,2fmCon,4,1953,936,1,0,0,NA,Detchd,1974,Unf,2,576,93000
823,60,NA,12394,Pave,1Fam,7,2003,847,2,1,1,Gd,BuiltIn,2003,Fin,2,433,225000
824,50,60,9900,Pave,1Fam,6,1940,778,2,0,1,Gd,Detchd,1940,Unf,1,240,139500
825,20,81,11216,Pave,1Fam,8,2006,1489,2,0,1,Gd,Attchd,2006,RFn,2,776,232600
826,20,114,14803,Pave,1Fam,10,2007,2078,2,0,1,Gd,Attchd,2007,Fin,3,1220,385000
827,45,50,6130,Pave,1Fam,5,1924,784,1,0,0,NA,NA,NA,NA,0,0,109500
828,20,65,8529,Pave,1Fam,7,2001,1454,2,0,1,TA,Attchd,2001,RFn,2,527,189000
829,60,NA,28698,Pave,1Fam,5,1967,1013,2,1,0,NA,Attchd,1967,Fin,2,538,185000
830,160,24,2544,Pave,Twnhs,7,2005,600,2,1,0,NA,Detchd,2005,RFn,2,480,147400
831,20,80,11900,Pave,1Fam,6,1957,1392,1,1,2,Gd,Attchd,1957,RFn,2,458,166000
832,160,30,3180,Pave,TwnhsE,7,2005,600,2,1,0,NA,Detchd,2005,RFn,2,480,151000
833,60,44,9548,Pave,1Fam,7,2003,941,2,1,1,TA,Attchd,2003,RFn,2,613,237000
834,20,100,10004,Pave,1Fam,6,1964,1516,1,1,0,NA,Attchd,1964,RFn,2,472,167000
835,20,75,7875,Pave,1Fam,5,1961,1144,1,0,0,NA,Attchd,1961,Unf,2,456,139950
836,20,60,9600,Pave,1Fam,4,1950,1067,2,0,0,NA,Attchd,1996,Unf,2,436,128000
837,30,90,8100,Pave,1Fam,5,1948,1559,1,0,0,NA,Detchd,1948,Unf,2,812,153500
838,160,21,1680,Pave,Twnhs,6,1973,483,1,1,0,NA,Detchd,1973,Unf,1,264,100000
839,20,75,9525,Pave,1Fam,5,1995,1099,1,1,0,NA,Attchd,1999,Unf,1,352,144000
840,50,70,11767,Pave,1Fam,5,1946,768,1,0,0,NA,Detchd,1946,Unf,1,240,130500
841,70,NA,12155,Pave,1Fam,6,1925,672,2,0,0,NA,Detchd,1934,Unf,1,400,140000
842,70,60,10440,Pave,1Fam,5,1904,650,2,0,1,Po,Detchd,1983,Unf,2,686,157500
843,80,82,9020,Pave,1Fam,6,1966,1127,1,1,0,NA,Attchd,1966,RFn,2,490,174900
844,90,80,8000,Pave,Duplex,5,1961,1800,2,0,0,NA,NA,NA,NA,0,0,141000
845,50,100,12665,Pave,1Fam,5,1915,876,1,1,1,Gd,Detchd,1949,Unf,3,720,153900
846,85,NA,16647,Pave,1Fam,5,1975,1390,2,0,2,TA,Basment,1975,Fin,2,611,171000
847,60,75,9317,Pave,1Fam,7,1993,740,2,1,1,TA,Attchd,1993,Unf,2,425,213000
848,20,36,15523,Pave,1Fam,5,1972,864,1,0,1,Fa,Attchd,1972,Unf,1,338,133500
849,50,75,45600,Pave,1Fam,6,1908,907,3,0,1,Gd,Detchd,1908,Unf,2,360,240000
850,80,80,9600,Pave,1Fam,6,1976,528,2,1,1,TA,Attchd,1976,RFn,2,512,187000
851,120,36,4435,Pave,TwnhsE,6,2003,848,1,0,0,NA,Attchd,2003,Fin,2,420,131500
852,120,NA,3196,Pave,TwnhsE,8,2003,1273,2,0,1,TA,Attchd,2003,Fin,2,400,215000
853,75,53,7128,Pave,1Fam,7,1941,918,2,0,2,Gd,Detchd,1941,Unf,1,240,164000
854,80,NA,12095,Pave,1Fam,6,1964,1127,1,1,1,Fa,Attchd,1964,RFn,2,645,158000
855,20,102,17920,Pave,1Fam,5,1955,1763,1,1,1,Gd,Attchd,1955,Unf,2,454,170000
856,20,NA,6897,Pave,1Fam,5,1962,1040,1,1,0,NA,Detchd,1962,Unf,1,260,127000
857,80,NA,10970,Pave,1Fam,6,1978,940,1,0,0,NA,Detchd,1981,Unf,2,576,147000
858,60,65,8125,Pave,1Fam,6,1994,702,2,1,1,TA,Attchd,1994,Fin,2,343,174000
859,20,80,10400,Pave,1Fam,7,1976,1090,2,0,1,TA,Attchd,1976,RFn,2,479,152000
860,60,NA,11029,Pave,1Fam,6,1968,1054,2,1,1,Gd,Attchd,1968,Unf,2,619,250000
861,50,55,7642,Pave,1Fam,7,1918,912,1,1,1,Gd,Detchd,1925,Unf,1,216,189950
862,190,75,11625,Pave,2fmCon,5,1965,1039,1,1,0,NA,Attchd,1965,Unf,2,504,131500
863,20,81,9672,Pave,1Fam,6,1984,1040,2,0,0,NA,Attchd,1986,Unf,2,480,152000
864,20,70,7931,Pave,1Fam,5,1959,1148,1,0,0,NA,Attchd,1959,Unf,1,672,132500
865,20,72,8640,Pave,1Fam,7,2007,1372,2,0,0,NA,Attchd,2008,Fin,2,529,250580
866,20,NA,8750,Pave,1Fam,5,1970,1002,1,0,0,NA,Detchd,1973,Unf,2,902,148500
867,20,67,10656,Pave,1Fam,8,2006,1638,2,0,1,Gd,Attchd,2007,RFn,3,870,248900
868,20,85,6970,Pave,1Fam,4,1961,1040,1,1,0,NA,Attchd,1961,RFn,2,544,129000
869,60,NA,14762,Pave,1Fam,5,1948,0,2,0,1,TA,Attchd,1979,Unf,2,672,169000
870,60,80,9938,Pave,1Fam,7,1993,1050,2,1,1,TA,Attchd,1993,Fin,2,574,236000
871,20,60,6600,Pave,1Fam,5,1962,894,1,0,0,NA,Detchd,1962,Unf,1,308,109500
872,60,70,8750,Pave,1Fam,6,1998,804,2,1,0,NA,Attchd,1998,RFn,2,523,200500
873,20,74,8892,Pave,1Fam,5,1953,105,1,0,0,NA,Attchd,1953,Unf,2,414,116000
874,40,60,12144,Pave,1Fam,5,1949,832,1,0,1,Gd,Attchd,1949,Unf,1,288,133000
875,50,52,5720,Pave,1Fam,5,1941,676,1,1,0,NA,Detchd,1941,Unf,1,200,66500
876,60,75,9000,Pave,1Fam,8,2007,1184,2,1,1,Gd,BuiltIn,2007,Fin,2,550,303477
877,20,94,25286,Pave,1Fam,4,1963,1064,1,0,0,NA,Attchd,1963,Unf,2,648,132250
878,60,74,8834,Pave,1Fam,9,2004,1462,2,1,1,Gd,Attchd,2004,Fin,3,738,350000
879,85,88,11782,Pave,1Fam,5,1961,1109,1,0,0,NA,Detchd,1987,Unf,2,576,148000
880,20,NA,7000,Pave,1Fam,5,1978,864,1,0,0,NA,Attchd,1978,Unf,1,336,136500
881,20,60,7024,Pave,1Fam,5,2005,1090,1,1,0,NA,Attchd,2005,Fin,2,450,157000
882,50,44,13758,Pave,1Fam,7,1990,1156,2,1,1,TA,Attchd,1990,RFn,2,400,187500
883,60,NA,9636,Pave,1Fam,6,1992,808,2,1,1,TA,BuiltIn,1993,RFn,2,389,178000
884,75,60,6204,Pave,1Fam,4,1912,795,1,0,0,NA,Detchd,1997,Unf,1,440,118500
885,20,65,7150,Pave,1Fam,5,1967,892,1,0,0,NA,Attchd,1967,RFn,1,288,100000
886,120,50,5119,Pave,TwnhsE,9,1999,1698,2,0,1,TA,Attchd,1999,Fin,2,506,328900
887,90,70,8393,Pave,Duplex,5,1959,1626,2,0,0,NA,Attchd,2005,Fin,2,588,145000
888,50,59,16466,Pave,1Fam,5,1955,816,1,1,0,NA,Attchd,1955,Unf,1,300,135500
889,20,95,15865,Pave,1Fam,8,1970,2217,2,0,1,TA,Attchd,1970,Unf,2,621,268000
890,20,128,12160,Pave,1Fam,6,1953,1505,1,0,1,TA,Attchd,1953,RFn,2,505,149500
891,50,60,8064,Pave,1Fam,5,1949,672,1,0,1,Po,Detchd,2003,Unf,2,576,122900
892,60,70,11184,Pave,1Fam,6,1978,918,2,1,1,TA,Attchd,1978,RFn,2,440,172500
893,20,70,8414,Pave,1Fam,6,1963,1059,1,0,0,NA,Attchd,1963,RFn,1,264,154500
894,20,NA,13284,Pave,1Fam,5,1954,1383,1,0,1,Gd,Attchd,1954,Unf,1,354,165000
895,90,64,7018,Pave,Duplex,5,1979,0,2,0,0,NA,Attchd,1979,Unf,2,400,118858
896,60,71,7056,Pave,1Fam,6,1963,780,1,1,1,TA,Attchd,1963,RFn,2,483,140000
897,30,50,8765,Pave,1Fam,4,1936,951,1,0,0,NA,Detchd,1936,Unf,1,327,106500
898,90,64,7018,Pave,Duplex,5,1979,0,2,0,0,NA,Detchd,1979,Unf,2,528,142953
899,20,100,12919,Pave,1Fam,9,2009,2330,2,1,2,Gd,Attchd,2009,Fin,3,820,611657
900,20,65,6993,Pave,1Fam,5,1961,912,1,0,1,TA,Attchd,1961,Unf,1,288,135000
901,20,NA,7340,Pave,1Fam,4,1971,858,1,0,0,NA,Detchd,1979,Unf,1,684,110000
902,20,64,8712,Pave,1Fam,5,1957,992,1,0,0,NA,Detchd,1968,Unf,1,756,153000
903,60,63,7875,Pave,1Fam,7,2003,783,2,1,1,Gd,Attchd,2003,Fin,2,393,180000
904,20,50,14859,Pave,1Fam,7,2006,1670,2,0,1,Gd,Attchd,2006,RFn,3,690,240000
905,20,NA,6173,Pave,1Fam,5,1967,876,1,0,0,NA,Attchd,1967,Unf,1,288,125500
906,20,80,9920,Pave,1Fam,5,1954,1056,1,0,0,NA,Attchd,1954,RFn,1,280,128000
907,20,116,13501,Pave,1Fam,8,2006,1623,2,0,1,Gd,Attchd,2006,RFn,3,865,255000
908,50,86,11500,Pave,1Fam,7,1936,1017,1,1,1,Gd,Attchd,1936,Fin,1,180,250000
909,20,NA,8885,Pave,1Fam,5,1983,864,1,0,0,NA,Attchd,1983,Unf,2,484,131000
910,60,149,12589,Pave,1Fam,6,2005,742,2,1,1,Gd,Attchd,2005,Fin,2,390,174000
911,90,80,11600,Pave,Duplex,5,1960,1105,2,0,0,NA,Detchd,1960,Unf,2,480,154300
912,20,NA,9286,Pave,1Fam,5,1977,1268,1,1,0,NA,Detchd,1978,Unf,1,252,143500
913,30,51,6120,Pave,1Fam,5,1925,768,1,0,0,NA,Detchd,1925,Unf,1,450,88000
914,90,82,6270,Pave,Duplex,5,1949,1001,2,0,0,NA,2Types,1949,Unf,3,871,145000
915,160,30,3000,Pave,TwnhsE,6,2009,612,2,1,0,NA,Detchd,2009,RFn,2,528,173733
916,160,21,2001,Pave,Twnhs,4,1970,546,1,1,0,NA,Attchd,1970,Unf,1,286,75000
917,20,50,9000,Pave,1Fam,2,1949,480,0,0,0,NA,Detchd,1958,Unf,1,308,35311
918,20,NA,17140,Pave,1Fam,4,1956,1134,1,0,0,NA,Attchd,1956,RFn,1,284,135000
919,60,103,13125,Pave,1Fam,7,1991,1104,2,1,1,TA,Attchd,1991,RFn,3,833,238000
920,20,87,11029,Pave,1Fam,6,1958,1184,1,0,1,TA,Attchd,1990,Unf,2,601,176500
921,60,70,8462,Pave,1Fam,6,1994,928,2,1,0,NA,Attchd,1994,RFn,2,471,201000
922,90,67,8777,Pave,Duplex,5,1900,1272,2,2,0,NA,NA,NA,NA,0,0,145900
923,20,65,10237,Pave,1Fam,6,2005,1316,2,0,1,Gd,Attchd,2005,Fin,2,397,169990
924,120,50,8012,Pave,TwnhsE,6,1993,1604,2,0,1,Fa,Attchd,1993,RFn,2,533,193000
925,20,79,10240,Pave,1Fam,6,1980,1686,2,0,1,TA,Attchd,1980,Unf,2,612,207500
926,20,NA,15611,Pave,1Fam,5,1977,1126,2,0,0,NA,Attchd,1977,RFn,2,540,175000
927,60,93,11999,Pave,1Fam,8,2003,1181,2,1,1,Gd,BuiltIn,2003,Fin,3,656,285000
928,60,NA,9900,Pave,1Fam,7,1968,832,2,1,1,Gd,Attchd,1968,RFn,2,486,176000
929,20,NA,11838,Pave,1Fam,8,2001,1753,2,0,1,TA,Attchd,2001,RFn,2,522,236500
930,60,NA,13006,Pave,1Fam,7,1997,964,2,1,1,TA,BuiltIn,1997,Fin,2,642,222000
931,20,73,8925,Pave,1Fam,8,2007,1466,2,0,0,NA,Attchd,2007,Fin,3,610,201000
932,20,70,9100,Pave,1Fam,5,1965,925,1,0,0,NA,Detchd,1965,Unf,1,429,117500
933,20,84,11670,Pave,1Fam,9,2006,1905,2,0,1,Gd,Attchd,2006,Fin,3,788,320000
934,20,63,8487,Pave,1Fam,7,2004,1500,2,0,0,NA,Attchd,2004,RFn,2,570,190000
935,20,313,27650,Pave,1Fam,7,1960,585,2,0,1,Gd,Attchd,1960,RFn,2,505,242000
936,30,52,5825,Pave,1Fam,4,1926,600,1,0,0,NA,Detchd,1953,Unf,2,528,79900
937,20,67,10083,Pave,1Fam,7,2003,1176,2,0,0,NA,Attchd,2003,RFn,2,555,184900
938,60,75,9675,Pave,1Fam,7,2005,1113,2,1,1,Gd,Attchd,2005,RFn,2,689,253000
939,60,73,8760,Pave,1Fam,7,2006,1391,2,1,0,NA,Attchd,2006,RFn,3,868,239799
940,70,NA,24090,Pave,1Fam,7,1940,1032,2,0,2,TA,Attchd,1940,Unf,1,349,244400
941,90,55,12640,Pave,Duplex,6,1976,1728,2,0,0,NA,Attchd,1976,Unf,2,574,150900
942,60,NA,8755,Pave,1Fam,7,1999,992,2,1,1,TA,BuiltIn,1999,RFn,2,390,214000
943,90,42,7711,Pave,Duplex,4,1977,1440,2,0,0,NA,NA,NA,NA,0,0,150000
944,90,100,25000,Pave,Duplex,5,1967,1632,2,0,0,NA,Attchd,1967,Unf,2,576,143000
945,20,NA,14375,Pave,1Fam,6,1958,819,1,0,1,Gd,Basment,1958,RFn,2,525,137500
946,50,98,8820,Pave,1Fam,5,1890,1088,1,0,0,NA,Detchd,1963,Unf,2,456,124900
947,80,70,8163,Pave,1Fam,5,1959,1144,1,0,1,TA,Attchd,1959,RFn,1,796,143000
948,20,85,14536,Pave,1Fam,8,2002,1616,2,0,1,Gd,Attchd,2002,Fin,3,808,270000
949,60,65,14006,Pave,1Fam,7,2002,936,2,1,1,TA,Attchd,2002,RFn,2,474,192500
950,20,78,9360,Pave,1Fam,6,1972,1161,1,1,1,TA,Attchd,1972,RFn,2,676,197500
951,20,60,7200,Pave,1Fam,5,1950,864,1,0,0,NA,Detchd,1980,RFn,2,720,129000
952,20,60,7800,Pave,1Fam,5,1965,828,1,0,0,NA,Detchd,1979,Unf,1,300,119900
953,85,60,7200,Pave,1Fam,5,1972,768,1,0,0,NA,Detchd,1974,Fin,1,396,133900
954,60,NA,11075,Pave,1Fam,5,1969,784,2,1,1,Po,Attchd,1969,RFn,2,530,172000
955,90,35,9400,Pave,Duplex,6,1975,945,2,0,0,NA,NA,NA,NA,0,0,127500
956,90,82,7136,Pave,Duplex,6,1946,979,2,0,0,NA,Attchd,1946,Unf,2,492,145000
957,160,24,1300,Pave,TwnhsE,6,1980,561,1,1,1,TA,Attchd,1980,Fin,2,462,124000
958,20,70,7420,Pave,1Fam,5,1962,1057,1,0,0,NA,Detchd,1977,Fin,2,576,132000
959,20,65,8450,Pave,1Fam,7,2003,1337,2,0,0,NA,Attchd,2003,RFn,2,531,185000
960,160,24,2572,Pave,Twnhs,7,1999,696,2,1,0,NA,Detchd,1999,Unf,2,484,155000
961,20,50,7207,Pave,1Fam,5,1958,858,1,0,0,NA,NA,NA,NA,0,0,116500
962,60,NA,12227,Pave,1Fam,6,1977,1330,2,1,1,TA,Attchd,1977,Fin,2,619,272000
963,160,24,2308,Pave,TwnhsE,6,1976,804,2,1,1,TA,Detchd,1976,Unf,2,440,155000
964,20,122,11923,Pave,1Fam,9,2007,1800,2,0,0,NA,Attchd,2007,Fin,2,702,239000
965,60,80,11316,Pave,1Fam,7,2002,817,2,1,1,Gd,BuiltIn,2002,Fin,2,510,214900
966,60,65,10237,Pave,1Fam,6,2005,783,2,1,1,Gd,Attchd,2005,Fin,2,393,178900
967,50,130,9600,Pave,1Fam,5,1940,728,1,1,2,TA,Detchd,1940,Unf,1,256,160000
968,20,NA,7390,Pave,1Fam,5,1955,1098,1,0,0,NA,Attchd,1955,Unf,1,260,135000
969,50,50,5925,Pave,1Fam,3,1910,600,1,0,0,NA,NA,NA,NA,0,0,37900
970,190,75,10382,Pave,2fmCon,6,1958,588,1,0,0,NA,Attchd,1958,RFn,1,264,140000
971,50,60,10800,Pave,1Fam,4,1949,720,1,1,0,NA,NA,NA,NA,0,0,135000
972,160,36,2268,Pave,Twnhs,7,2003,764,2,0,0,NA,BuiltIn,2003,RFn,2,474,173000
973,120,55,7892,Pave,TwnhsE,6,1979,918,2,0,1,TA,Attchd,1979,Unf,1,264,99500
974,20,95,11639,Pave,1Fam,7,2007,1428,2,0,0,NA,Attchd,2007,Fin,2,480,182000
975,70,60,11414,Pave,1Fam,7,1910,728,1,0,0,NA,Detchd,1997,Unf,2,532,167500
976,160,NA,2651,Pave,Twnhs,7,2000,673,2,1,0,NA,Detchd,2000,Unf,2,490,165000
977,30,51,5900,Pave,1Fam,4,1923,440,1,0,0,NA,NA,NA,NA,0,0,85500
978,120,35,4274,Pave,TwnhsE,7,2006,1241,1,1,0,NA,Attchd,2007,Fin,2,569,199900
979,20,68,9450,Pave,1Fam,4,1954,894,1,0,0,NA,Detchd,1999,Unf,2,400,110000
980,20,80,8816,Pave,1Fam,5,1963,1121,1,0,0,NA,Detchd,1963,Unf,2,480,139000
981,85,NA,12122,Pave,1Fam,7,1961,944,1,0,0,NA,Attchd,1961,RFn,2,588,178400
982,60,98,12203,Pave,1Fam,8,1998,1225,2,1,1,TA,Attchd,1998,Fin,3,676,336000
983,20,43,3182,Pave,1Fam,7,2007,1266,2,0,1,Gd,Attchd,2007,Fin,2,388,159895
984,60,NA,11250,Pave,1Fam,8,2002,1128,2,1,1,Gd,Attchd,2002,Unf,2,779,255900
985,90,75,10125,Pave,Duplex,5,1977,0,2,0,0,NA,Attchd,1977,Unf,2,539,126000
986,190,68,10880,Pave,2fmCon,5,1950,1164,1,0,0,NA,Detchd,1950,Unf,1,240,125000
987,50,59,5310,Pave,1Fam,6,1910,485,1,0,0,NA,Attchd,1950,Unf,1,255,117000
988,20,83,10159,Pave,1Fam,9,2009,1930,2,1,1,Gd,Attchd,2010,Fin,3,606,395192
989,60,NA,12046,Pave,1Fam,6,1976,848,2,1,1,TA,Attchd,1976,Fin,2,551,195000
990,60,65,8125,Pave,1Fam,7,2006,770,2,1,0,NA,Attchd,2006,RFn,2,614,197000
991,60,82,9452,Pave,1Fam,8,1997,1396,2,1,1,TA,Attchd,1997,Fin,3,870,348000
992,70,121,17671,Pave,1Fam,8,1882,916,1,1,1,Gd,Attchd,1925,Unf,2,424,168000
993,60,80,9760,Pave,1Fam,6,1964,822,2,1,1,Fa,Attchd,1964,RFn,2,440,187000
994,60,68,8846,Pave,1Fam,6,2005,750,2,1,0,NA,Attchd,2005,RFn,2,564,173900
995,20,96,12456,Pave,1Fam,10,2006,1700,2,0,1,Gd,Attchd,2008,Fin,3,786,337500
996,50,51,4712,Pave,1Fam,4,1946,747,1,1,0,NA,Detchd,1946,Unf,1,305,121600
997,20,NA,10659,Pave,1Fam,5,1961,1050,1,0,0,NA,Attchd,1961,Unf,1,368,136500
998,20,NA,11717,Pave,1Fam,6,1970,1442,2,0,1,TA,Attchd,1970,RFn,2,615,185000
999,30,60,9786,Pave,1Fam,3,1922,1007,1,0,1,Gd,Detchd,1922,Unf,1,210,91000
1000,20,64,6762,Pave,1Fam,7,2006,1187,2,0,0,NA,Attchd,2006,RFn,2,632,206000
1001,20,74,10206,Pave,1Fam,3,1952,0,1,0,0,NA,Detchd,1956,Unf,2,528,82000
1002,30,60,5400,Pave,1Fam,5,1920,691,1,0,0,NA,Detchd,1920,Unf,1,216,86000
1003,20,75,11957,Pave,1Fam,8,2006,1574,2,0,1,Gd,Attchd,2006,RFn,3,824,232000
1004,90,NA,11500,Pave,Duplex,5,1976,1680,2,0,0,NA,Detchd,1976,Unf,2,528,136905
1005,120,43,3182,Pave,TwnhsE,7,2005,1346,2,0,1,Gd,Attchd,2005,Fin,2,457,181000
1006,80,65,8385,Pave,1Fam,5,1977,985,2,0,0,NA,Attchd,1977,Unf,1,328,149900
1007,20,NA,12155,Pave,1Fam,6,1970,1657,2,0,1,TA,Attchd,1970,Unf,2,484,163500
1008,160,21,2217,Pave,TwnhsE,4,1970,546,1,1,0,NA,Attchd,1970,RFn,1,286,88000
1009,20,43,12118,Pave,1Fam,7,2004,1710,2,0,1,Gd,Attchd,2004,Fin,2,550,240000
1010,50,60,6000,Pave,1Fam,5,1926,1008,2,0,0,NA,NA,NA,NA,0,0,102000
1011,50,115,21286,Pave,1Fam,5,1948,720,2,0,1,Gd,Attchd,1948,Unf,1,312,135000
1012,90,75,9825,Pave,Duplex,5,1965,0,2,0,0,NA,NA,NA,NA,0,0,100000
1013,70,55,10592,Pave,1Fam,6,1923,602,1,1,2,TA,Detchd,1923,Unf,1,180,165000
1014,30,60,7200,Pave,1Fam,5,1910,1022,1,0,0,NA,Detchd,1956,Unf,1,280,85000
1015,20,60,11664,Pave,1Fam,6,1948,1082,1,0,1,Gd,Detchd,1948,Unf,1,240,119200
1016,60,70,8400,Pave,1Fam,8,2001,810,2,1,0,NA,Attchd,2001,Fin,2,528,227000
1017,20,73,11883,Pave,1Fam,7,1996,1504,2,0,1,TA,Attchd,1996,Fin,2,478,203000
1018,120,NA,5814,Pave,TwnhsE,8,1984,1220,1,0,1,Ex,Attchd,1984,RFn,2,565,187500
1019,80,NA,10784,Pave,1Fam,7,1991,384,2,1,1,TA,Attchd,1991,RFn,2,402,160000
1020,120,43,3013,Pave,TwnhsE,7,2005,1362,2,0,1,Gd,Attchd,2005,Fin,2,440,213490
1021,20,60,7024,Pave,1Fam,4,2005,1132,1,1,0,NA,Attchd,2005,Fin,2,451,176000
1022,20,64,7406,Pave,1Fam,7,2006,1199,2,0,0,NA,Attchd,2006,RFn,2,632,194000
